index,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
115,Data Scientist,$99K-$132K (Glassdoor est.),3.6,"Spring Health
3.6","New York, NY","New York, NY",1 to 50 employees,2016,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
116,Software Engineer - Data Science,$99K-$132K (Glassdoor est.),4.0,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1
117,Data Analyst/Engineer,$99K-$132K (Glassdoor est.),3.2,"AllianceBernstein
3.2","Nashville, TN","New York, NY",1001 to 5000 employees,1967,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),-1
118,NGS Scientist,$99K-$132K (Glassdoor est.),5.0,"Arsenal Biosciences
5.0","South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2019,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
119,Data Engineer,$99K-$132K (Glassdoor est.),4.8,"GetWellNetwork
4.8","Bethesda, MD","Bethesda, MD",201 to 500 employees,2000,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),"Epic, CipherHealth"
120,Data Scientist,$99K-$132K (Glassdoor est.),4.5,"TACG Solutions
4.5","Dayton, OH","Beavercreek, OH",51 to 200 employees,2006,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Copper River Shared Services, Chenega Corporation, Deloitte"
121,Senior Data Engineer,$99K-$132K (Glassdoor est.),4.7,"Scoop
4.7","San Francisco, CA","San Francisco, CA",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
122,Senior Data Scientist,$99K-$132K (Glassdoor est.),4.5,"Novetta
4.5","Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton"
123,Data Engineer,$99K-$132K (Glassdoor est.),4.2,"IZEA
4.2","Winter Park, FL","Winter Park, FL",51 to 200 employees,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias"
124,Business Intelligence Analyst,$99K-$132K (Glassdoor est.),3.4,"Montway Inc
3.4","Schaumburg, IL","Schaumburg, IL",51 to 200 employees,2006,Company - Private,Shipping,Transportation & Logistics,Unknown / Non-Applicable,-1
125,Sr. ML/Data Scientist - AI/NLP/Chatbot,$99K-$132K (Glassdoor est.),3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1
126,Data Scientist,$90K-$109K (Glassdoor est.),4.7,"1904labs
4.7","Saint Louis, MO","Saint Louis, MO",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions"
127,Data Scientist,$90K-$109K (Glassdoor est.),3.6,"XSELL Technologies
3.6","Chicago, IL","Chicago, IL",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
128,Data Engineer,$90K-$109K (Glassdoor est.),4.2,"IZEA
4.2","Winter Park, FL","Winter Park, FL",51 to 200 employees,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias"
129,Sr. ML/Data Scientist - AI/NLP/Chatbot,$90K-$109K (Glassdoor est.),3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1
130,Data Scientist,$90K-$109K (Glassdoor est.),5.0,"Notion Labs
5.0","San Francisco, CA","San Francisco, CA",1 to 50 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
131,Senior Data Engineer,$90K-$109K (Glassdoor est.),4.9,"Lendio
4.9","Lehi, UT","Lehi, UT",201 to 500 employees,2011,Company - Private,Lending,Finance,$50 to $100 million (USD),-1
132,Data Engineer,$90K-$109K (Glassdoor est.),4.4,"Direct Agents
4.4","Culver City, CA","New York, NY",51 to 200 employees,2003,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),-1
133,Data Scientist,$90K-$109K (Glassdoor est.),3.3,"NAVEX Global
3.3","Lake Oswego, OR","Lake Oswego, OR",1001 to 5000 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
134,Machine Learning Engineer,$90K-$109K (Glassdoor est.),3.2,"Triplebyte
3.2",Remote,"San Francisco, CA",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
135,Machine Learning Engineer,$90K-$109K (Glassdoor est.),3.2,"Triplebyte
3.2",Remote,"San Francisco, CA",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
136,Senior Data Engineer,$90K-$109K (Glassdoor est.),4.9,"Lendio
4.9","Lehi, UT","Lehi, UT",201 to 500 employees,2011,Company - Private,Lending,Finance,$50 to $100 million (USD),-1
137,Data Scientist,$90K-$109K (Glassdoor est.),4.2,"Upstart
4.2","San Mateo, CA","San Mateo, CA",201 to 500 employees,2012,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
138,Data Analyst,$90K-$109K (Glassdoor est.),4.5,"Envision LLC
4.5","San Francisco, CA","Saint Louis, MO",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
139,Data Engineer,$90K-$109K (Glassdoor est.),4.8,"AppLovin
4.8","Palo Alto, CA","Palo Alto, CA",201 to 500 employees,2012,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1
140,Data Integration and Modeling Engineer,$90K-$109K (Glassdoor est.),3.8,"ISO New England
3.8","Holyoke, MA","Holyoke, MA",501 to 1000 employees,1997,Nonprofit Organization,Utilities,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1
141,Tableau Data Engineer 20-0117,$90K-$109K (Glassdoor est.),3.7,"Relativity
3.7","Chicago, IL","Chicago, IL",1001 to 5000 employees,2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
142,Senior Data Scientist,$90K-$109K (Glassdoor est.),3.3,"Tempo Automation
3.3","San Francisco, CA","San Francisco, CA",51 to 200 employees,2013,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD),-1
143,AI Data Scientist,$90K-$109K (Glassdoor est.),3.3,"MITRE
3.3","McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC"
144,Machine Learning Engineer,$90K-$109K (Glassdoor est.),5.0,"Expedition Technology, Inc.
5.0","Herndon, VA","Dulles, VA",1 to 50 employees,2013,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1
145,Research Scientist Patient Preferences (Remote),$90K-$109K (Glassdoor est.),3.8,"Evidera
3.8","Bethesda, MD","Bethesda, MD",501 to 1000 employees,2013,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"IQVIA, ICON"
146,Data Scientist,$90K-$109K (Glassdoor est.),3.4,"Plymouth Rock Assurance
3.4","Woodbridge, NJ","Boston, MA",1001 to 5000 employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance"
147,Scientist - Biomarker and Flow Cytometry,$90K-$109K (Glassdoor est.),2.4,"Crown Bioscience
2.4","San Diego, CA","San Diego, CA",501 to 1000 employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1
148,Data Scientist,$90K-$109K (Glassdoor est.),2.9,"GNS Healthcare
2.9","Cambridge, MA","Cambridge, MA",51 to 200 employees,2000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1
149,Analytics Manager,$90K-$109K (Glassdoor est.),4.4,"OneMagnify
4.4","Dearborn, MI","Detroit, MI",201 to 500 employees,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
150,Data Scientist,$90K-$109K (Glassdoor est.),2.9,"SPECTRUM
2.9","Maryland Heights, MO","Stamford, CT",10000+ employees,2016,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),-1
151,Staff Scientist- Upstream PD,$90K-$109K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1
152,Data Engineer,$90K-$109K (Glassdoor est.),4.2,"Procore Technologies
4.2","Carpinteria, CA","Carpinteria, CA",1001 to 5000 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
153,Sr Scientist - Extractables & Leachables,$90K-$109K (Glassdoor est.),3.5,"Ritedose
3.5","Columbia, SC","Columbia, SC",201 to 500 employees,1995,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1
154,ELISA RESEARCH SCIENTIST (CV-15),$90K-$109K (Glassdoor est.),-1.0,Covid-19 Search Partners,"Hauppauge, NY",-1,-1,-1,-1,-1,-1,-1,-1
155,Sr Data Scientist,$90K-$109K (Glassdoor est.),4.2,"bioMérieux
4.2","Saint Louis, MO","Marcy-l'Etoile, France",10000+ employees,1963,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1
156,Data Scientist,$101K-$165K (Glassdoor est.),4.5,"Novetta
4.5","Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton"
157,Experienced Data Scientist,$101K-$165K (Glassdoor est.),4.4,"Guzman & Griffin Technologies (GGTI)
4.4","Washington, DC","Mays Landing, NJ",1 to 50 employees,1997,Company - Private,Federal Agencies,Government,Unknown / Non-Applicable,-1
158,Machine Learning Engineer,$101K-$165K (Glassdoor est.),-1.0,Radical Convergence,"Reston, VA",-1,-1,-1,-1,-1,-1,-1,-1
159,Data Scientist,$101K-$165K (Glassdoor est.),3.5,"Leidos
3.5","Fort Meade, MD","Reston, VA",10000+ employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
160,Data Scientist,$101K-$165K (Glassdoor est.),4.5,"Demandbase
4.5","San Francisco, CA","San Francisco, CA",201 to 500 employees,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus"
161,Say Business Data Analyst,$101K-$165K (Glassdoor est.),4.1,"Shelter Insurance
4.1","Columbia, MO","Columbia, MO",1001 to 5000 employees,1946,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
162,Geospatial Data Scientist,$101K-$165K (Glassdoor est.),3.5,"Maxar Technologies
3.5","Chantilly, VA","Westminster, CO",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1
163,Data Analyst,$101K-$165K (Glassdoor est.),2.7,"USAC
2.7","Washington, DC","Washington, DC",501 to 1000 employees,1997,Nonprofit Organization,Telecommunications Services,Telecommunications,$25 to $50 million (USD),-1
164,Computational Scientist,$101K-$165K (Glassdoor est.),3.4,"General Dynamics Information Technology
3.4","Vicksburg, MS","Fairfax, VA",10000+ employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman"
165,Data Scientist,$101K-$165K (Glassdoor est.),4.4,"Offerpad
4.4","Chandler, AZ","Chandler, AZ",201 to 500 employees,2015,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,-1
166,Senior Data Analyst,$101K-$165K (Glassdoor est.),4.0,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1
167,Senior Data Analyst,$101K-$165K (Glassdoor est.),4.2,"Autodesk
4.0","San Francisco, CA","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1
168,Data Engineer,$101K-$165K (Glassdoor est.),3.5,"Magna International Inc.
3.5","Birmingham, AL","Aurora, Canada",10000+ employees,1957,Company - Public,-1,-1,$10+ billion (USD),"Bosch, Lear Corporation, Faurecia"
169,Sr Data Analyst,$101K-$165K (Glassdoor est.),2.3,"United BioSource
2.3","Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON"
170,Data Scientist,$101K-$165K (Glassdoor est.),3.4,"Kelly
3.4","Chicago, IL","Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),"Adecco, ManpowerGroup, Allegis Corporation"
171,"Machine Learning Scientist - Bay Area, CA",$101K-$165K (Glassdoor est.),3.3,"Tempus Labs
3.3","Redwood City, CA","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
172,Data Scientist,$101K-$165K (Glassdoor est.),4.7,"C3.ai
4.7","Redwood City, CA","Redwood City, CA",201 to 500 employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"GE Digital, Palantir Technologies, Uptake"
173,Senior Data Scientist - Algorithms,$101K-$165K (Glassdoor est.),3.9,"Quartet Health
3.9","New York, NY","New York, NY",201 to 500 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
174,Data Analyst,$101K-$165K (Glassdoor est.),3.3,"Midland Credit Management
3.3","San Diego, CA","San Diego, CA",1001 to 5000 employees,1953,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$1 to $2 billion (USD),PRA Group
175,Senior Data & Machine Learning Scientist,$101K-$165K (Glassdoor est.),3.3,"Tempus Labs
3.3","Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
176,Data Engineer,$101K-$165K (Glassdoor est.),4.4,"Resurgent Capital Services
4.4","Cincinnati, OH","Greenville, SC",201 to 500 employees,1998,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),-1
177,"Data Scientist - Statistics, Early Career",$56K-$97K (Glassdoor est.),3.7,"PNNL
3.7","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory"
178,Data Scientist,$56K-$97K (Glassdoor est.),3.5,"Buckman
3.5","Memphis, TN","Memphis, TN",1001 to 5000 employees,1945,Company - Private,Chemical Manufacturing,Manufacturing,$500 million to $1 billion (USD),-1
179,Machine Learning Engineer,$56K-$97K (Glassdoor est.),3.6,"Buckman
3.5","Memphis, TN","Arlington, VA",501 to 1000 employees,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),-1
180,Research Scientist - Patient-Centered Research (Remote),$56K-$97K (Glassdoor est.),3.8,"Evidera
3.8","Bethesda, MD","Bethesda, MD",501 to 1000 employees,2013,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"IQVIA, ICON"
181,Jr. Business Data Analyst (position added 6/12/2020),$56K-$97K (Glassdoor est.),4.7,"webfx.com
4.7","Harrisburg, PA","Harrisburg, PA",201 to 500 employees,1997,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),-1
182,Sr. Data Scientist II,$56K-$97K (Glassdoor est.),3.5,"Argo Group US
3.5","New York, NY","Hamilton, Bermuda",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
183,Data Scientist,$56K-$97K (Glassdoor est.),3.3,"BWX Technologies
3.3","Oak Ridge, TN","Lynchburg, VA",5001 to 10000 employees,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),-1
184,Senior Data Analyst,$56K-$97K (Glassdoor est.),3.9,"Life360
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1
185,Lead Data Scientist,$56K-$97K (Glassdoor est.),3.7,"MassMutual
3.7","Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
186,Production Engineer - Statistics/Data Analysis,$56K-$97K (Glassdoor est.),3.9,"Natera
3.9","San Carlos, CA","San Carlos, CA",501 to 1000 employees,2004,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Genomic Health, 23andMe, Illumina"
187,Statistical Scientist,$56K-$97K (Glassdoor est.),4.0,"Genentech
4.0","South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
188,Computational Behavioral Scientist,$56K-$97K (Glassdoor est.),4.2,"Ntrepid
4.2","Herndon, VA","Herndon, VA",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"Bromium, FireEye, Authentic8"
189,Principal Data Scientist - Machine Learning,$56K-$97K (Glassdoor est.),3.6,"Constant Contact
3.6","Waltham, MA","Waltham, MA",Unknown,1995,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Drip, iContact, Mailchimp"
190,Principal Machine Learning Scientist,$56K-$97K (Glassdoor est.),4.7,"Sage Intacct
4.7","San Francisco, CA","San Jose, CA",501 to 1000 employees,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
191,Data Engineer,$56K-$97K (Glassdoor est.),4.1,"Shape Security
4.1","Santa Clara, CA","Mountain View, CA",51 to 200 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
192,Principal Data Scientist,$56K-$97K (Glassdoor est.),4.0,"AstraZeneca
4.0","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
193,Data Scientist,$56K-$97K (Glassdoor est.),5.0,"SkillSoniq
5.0","San Francisco, CA","Jersey City, NJ",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
194,Senior Data Scientist - R&D Oncology,$56K-$97K (Glassdoor est.),4.0,"AstraZeneca
4.0","New York, NY","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
195,Data Scientist,$56K-$97K (Glassdoor est.),4.3,"Joby Aviation
4.3","San Carlos, CA","Santa Cruz, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
196,"Health Plan Data Analyst, Sr",$56K-$97K (Glassdoor est.),3.8,"Cook Children's Health Care System
3.8","Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1918,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"Children's Health, Texas Health Resources, Baylor Scott & White Health"
197,"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",$56K-$97K (Glassdoor est.),3.8,"Rubius Therapeutics
3.8","Smithfield, RI","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1
198,Analytics - Business Assurance Data Analyst,$56K-$97K (Glassdoor est.),4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1
199,Data Scientist - Contract,$79K-$106K (Glassdoor est.),4.1,"Upside Business Travel
4.1",Remote,"Washington, DC",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
200,Data Scientist,$79K-$106K (Glassdoor est.),3.4,"Spectrum Communications and Consulting
3.4","Chicago, IL","Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1
201,Data Scientist,$79K-$106K (Glassdoor est.),4.1,"Coverent
4.1","McLean, VA","McLean, VA",51 to 200 employees,2008,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1
202,Machine Learning Engineer,$79K-$106K (Glassdoor est.),3.7,"Mteq
3.7","Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek"
203,Data Engineer,$79K-$106K (Glassdoor est.),4.4,"Rocket Lawyer
4.4","San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1
204,"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",$79K-$106K (Glassdoor est.),3.9,"Novartis
3.9","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
205,Data Engineer,$79K-$106K (Glassdoor est.),3.6,"Alion Science & Technology
3.6","Linthicum Heights, MD","Mc Lean, VA",1001 to 5000 employees,2001,Company - Private,Research & Development,Business Services,$1 to $2 billion (USD),-1
206,Data Science Instructor,$79K-$106K (Glassdoor est.),4.5,"Novetta
4.5","Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton"
207,Senior Business Intelligence Analyst,$79K-$106K (Glassdoor est.),3.7,"Protolabs
3.7","Maple Plain, MN","Maple Plain, MN",1001 to 5000 employees,1999,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),-1
208,In-Line Inspection Data Analyst,$79K-$106K (Glassdoor est.),2.9,"Quest Integrity
2.9","Tulsa, OK","Kent, WA",201 to 500 employees,1996,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),-1
209,Data Scientist - TS/SCI FSP or CI Required,$79K-$106K (Glassdoor est.),5.0,"Phoenix Operations Group
5.0","Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
210,Data Scientist,$79K-$106K (Glassdoor est.),3.4,"Dice.com
3.4","Newton, MA","Denver, CO",201 to 500 employees,1990,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Monster Worldwide, CareerBuilder, Craigslist"
211,Senior Data Scientist,$79K-$106K (Glassdoor est.),3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1
212,Data Scientist - TS/SCI Required,$79K-$106K (Glassdoor est.),5.0,"Phoenix Operations Group
5.0","Baltimore, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
213,Data Science Software Engineer,$79K-$106K (Glassdoor est.),4.8,"Klaviyo
4.8","Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
214,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$79K-$106K (Glassdoor est.),3.9,"Southwest Research Institute
3.9","Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
215,AI Ops Data Scientist,$79K-$106K (Glassdoor est.),4.0,"AstraZeneca
4.0","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
216,"Intelligence Data Analyst, Senior",$79K-$106K (Glassdoor est.),4.3,"The Buffalo Group
4.3","Fort Belvoir, VA","Reston, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos"
217,Analytics Manager - Data Mart,$79K-$106K (Glassdoor est.),3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1
218,Data Modeler (Analytical Systems),$79K-$106K (Glassdoor est.),3.7,"MassMutual
3.7","Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
219,"Senior Machine Learning Scientist - Bay Area, CA",$79K-$106K (Glassdoor est.),3.3,"Tempus Labs
3.3","Redwood City, CA","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
220,Report Writer-Data Analyst,$79K-$106K (Glassdoor est.),3.1,"Security Finance Corporation of Spartanburg
3.1","Spartanburg, SC","Spartanburg, SC",1001 to 5000 employees,1955,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
221,Data Scientist/Machine Learning,$71K-$123K (Glassdoor est.),4.3,"PulsePoint
4.3","New York, NY","New York, NY",51 to 200 employees,2011,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Crossix Solutions Inc., AppNexus, The Trade Desk"
222,Data Scientist - Risk,$71K-$123K (Glassdoor est.),4.2,"LSQ
4.2","Orlando, FL","Orlando, FL",51 to 200 employees,1996,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),-1
223,Data Engineer,$71K-$123K (Glassdoor est.),4.4,"Resurgent Capital Services
4.4","Cincinnati, OH","Greenville, SC",201 to 500 employees,1998,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),-1
224,Staff Data Scientist - Pricing,$71K-$123K (Glassdoor est.),3.6,"Opendoor
3.6","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2014,Company - Private,Real Estate,Real Estate,$2 to $5 billion (USD),-1
225,Data Scientist,$71K-$123K (Glassdoor est.),4.5,"Global Data Management Inc
4.5","Hartford, CT","Woodbridge, NJ",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
226,Data Scientist,$71K-$123K (Glassdoor est.),3.0,"Photon Infotech
3.0","Chicago, IL","Chennai, India",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
227,Data Scientist,$71K-$123K (Glassdoor est.),5.0,"REE
5.0",United States,"Tel Aviv-Yafo, Israel",51 to 200 employees,2018,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
228,Machine Learning Engineer,$71K-$123K (Glassdoor est.),3.6,"Riverside Research Institute
3.6","Beavercreek, OH","Arlington, VA",501 to 1000 employees,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),-1
